EVENT 0|3.99
EVENT 1|4.390000000000001
EVENT 2|13.339999999999986
EVENT 3|13.559999999999988
EVENT 4|25.35999999999997
EVENT 5|40.15999999999992
EVENT 6|34.15999999999992
EVENT 7|29.719999999999906
EVENT 9|33.50999999999992
EVENT 10|26.50999999999992
EVENT 8|38.08999999999991
EVENT 11|25.749999999999915
EVENT 12|67.98000000000006
EVENT 13|59.98000000000006
EVENT 14|97.72000000000033
EVENT 15|108.57000000000043
EVENT 16|102.59000000000043
EVENT 17|98.57000000000043
EVENT 19|87.57000000000042
EVENT 20|84.57000000000042
EVENT 21|81.57000000000042
EVENT 22|78.57000000000042
EVENT 18|94.09000000000044
EVENT 23|70.09000000000043
EVENT 25|101.07000000000065
EVENT 26|93.07000000000065
EVENT 27|88.07000000000065
EVENT 28|79.07000000000065
EVENT 29|70.07000000000065
EVENT 30|67.09000000000066
EVENT 24|106.60000000000062
EVENT 31|74.31000000000049
EVENT 32|65.31000000000049
EVENT 33|193.41999999999948
EVENT 34|188.41999999999948
EVENT 35|185.41999999999948
EVENT 37|174.41999999999948
EVENT 38|165.41999999999948
EVENT 39|156.41999999999948
EVENT 36|179.95999999999944
EVENT 40|269.4999999999989
EVENT 41|266.45999999999896
EVENT 42|263.45999999999896
EVENT 43|258.019999999999
EVENT 44|302.2799999999999
EVENT 45|296.2799999999999
EVENT 47|283.2999999999999
EVENT 51|265.2799999999999
EVENT 52|262.2999999999999
EVENT 53|259.2799999999999
EVENT 54|256.2999999999999
EVENT 55|247.27999999999992
EVENT 56|240.27999999999992
EVENT 57|237.2999999999999
EVENT 58|230.27999999999992
EVENT 60|218.27999999999992
EVENT 61|211.27999999999992
EVENT 62|207.27999999999992
EVENT 63|198.27999999999992
EVENT 64|193.27999999999992
EVENT 65|184.27999999999992
EVENT 66|175.27999999999992
EVENT 46|290.87000000000006
EVENT 49|275.87000000000006
EVENT 50|270.87000000000006
EVENT 59|224.87000000000006
EVENT 48|281.4600000000001
EVENT 67|280.68000000000217
EVENT 68|271.68000000000217
EVENT 69|265.68000000000217
EVENT 70|261.68000000000217
EVENT 71|255.68000000000217
EVENT 73|237.68000000000217
EVENT 74|232.68000000000217
EVENT 75|228.68000000000217
EVENT 76|219.68000000000217
EVENT 77|214.68000000000217
EVENT 78|206.68000000000217
EVENT 79|197.68000000000217
EVENT 80|188.68000000000217
EVENT 81|182.68000000000217
EVENT 83|169.6800000000021
EVENT 84|165.6800000000021
EVENT 72|247.25000000000222
EVENT 82|177.25000000000216
EVENT 85|199.2000000000029
EVENT 86|192.2000000000029
EVENT 87|184.2000000000029
EVENT 88|178.2000000000029
EVENT 89|174.2000000000029
EVENT 90|167.2000000000029
EVENT 91|164.2000000000029
EVENT 92|158.2000000000029
