Tweet 0|5.23
Tweet 1|5.250000000000001
Tweet 2|5.27
Tweet 3|5.29
Tweet 4|6.520000000000001
Tweet 5|6.539999999999999
Tweet 6|6.550000000000001
Tweet 7|6.680000000000001
Tweet 8|7.600000000000001
Tweet 9|8.799999999999999
Tweet 10|8.5
Tweet 11|8.620000000000001
Tweet 12|8.780000000000001
Tweet 14|9.56
Tweet 13|9.870000000000001
Tweet 15|9.580000000000002
Tweet 16|9.950000000000001
Tweet 17|11.24
Tweet 18|10.940000000000001
Tweet 19|10.950000000000001
Tweet 20|11.120000000000001
Tweet 21|12.209999999999999
Tweet 22|12.110000000000003
Tweet 23|12.22
Tweet 24|12.5
Tweet 25|13.58
Tweet 26|13.29
Tweet 27|13.299999999999999
Tweet 28|13.579999999999998
Tweet 29|14.86
Tweet 30|14.769999999999996
Tweet 31|14.679999999999998
Tweet 32|14.959999999999997
Tweet 33|16.24
Tweet 34|16.149999999999995
Tweet 35|16.159999999999997
Tweet 36|16.439999999999998
Tweet 37|17.519999999999996
Tweet 38|17.229999999999993
Tweet 39|17.339999999999996
Tweet 40|17.619999999999997
Tweet 41|18.799999999999997
Tweet 42|18.709999999999994
Tweet 43|18.719999999999995
Tweet 44|19.099999999999994
Tweet 45|20.189999999999998
Tweet 46|19.999999999999993
Tweet 47|20.099999999999994
Tweet 48|20.489999999999995
Tweet 49|21.759999999999994
Tweet 50|21.669999999999995
Tweet 51|21.779999999999998
Tweet 52|22.059999999999995
Tweet 53|23.339999999999996
Tweet 54|23.049999999999997
Tweet 55|23.169999999999995
Tweet 56|23.539999999999992
Tweet 57|24.819999999999997
Tweet 58|24.629999999999995
Tweet 59|24.629999999999992
Tweet 60|24.809999999999995
Tweet 61|26.089999999999996
Tweet 62|25.9
Tweet 63|25.919999999999995
Tweet 64|26.299999999999994
Tweet 65|27.479999999999997
Tweet 66|27.189999999999994
Tweet 67|27.199999999999996
Tweet 68|27.379999999999992
Tweet 69|28.659999999999997
Tweet 70|28.36999999999999
Tweet 71|28.279999999999994
Tweet 72|28.65999999999999
Tweet 73|29.93999999999999
Tweet 74|29.64999999999999
Tweet 75|29.65999999999999
Tweet 76|30.03999999999999
Tweet 77|31.21999999999999
Tweet 78|31.02999999999999
Tweet 79|30.93999999999999
Tweet 80|31.219999999999988
Tweet 81|32.49999999999999
Tweet 82|32.40999999999999
Tweet 83|32.509999999999984
Tweet 84|32.899999999999984
Tweet 85|34.179999999999986
Tweet 86|33.889999999999986
Tweet 87|33.999999999999986
Tweet 88|34.37999999999998
Tweet 89|35.65999999999998
Tweet 90|35.379999999999974
Tweet 91|35.39999999999998
Tweet 92|35.559999999999974
Tweet 93|36.73999999999998
Tweet 94|36.64999999999998
Tweet 95|36.54999999999997
Tweet 96|36.839999999999975
Tweet 97|38.119999999999976
Tweet 98|37.82999999999997
Tweet 99|37.839999999999975
Tweet 100|38.01999999999997
Tweet 101|39.199999999999974
Tweet 102|38.90999999999997
Tweet 103|38.90999999999997
Tweet 104|39.18999999999997
Tweet 105|40.369999999999976
Tweet 106|40.06999999999997
Tweet 107|40.089999999999975
Tweet 108|40.459999999999965
Tweet 109|41.73999999999997
Tweet 110|41.64999999999996
Tweet 111|41.75999999999996
Tweet 112|41.93999999999996
Tweet 113|43.00999999999996
Tweet 114|42.81999999999996
Tweet 115|42.72999999999996
Tweet 116|43.009999999999955
